seed,model,version,fold,best_params,best_inner_score,train_accuracy,train_f1_macro,train_time_s,prediction_time_s,warnings,metrics
44,logistic,untuned,0,{},,0.8571428571428571,0.8564102564102565,0.005013200000121287,0.0006343000000015309,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.16666666666666666, 'precision_macro': 0.1111111111111111, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.13333333333333333, 'precision_weighted': 0.1111111111111111, 'recall_weighted': 0.16666666666666666, 'f1_weighted': 0.13333333333333333, 'per_class_precision': [0.0, 0.3333333333333333, 0.0], 'per_class_recall': [0.0, 0.5, 0.0], 'per_class_f1': [0.0, 0.4, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.25, 0.5, 0.375], 'roc_auc_macro': 0.375, 'ap_ovr': [0.3333333333333333, 0.41666666666666663, 0.3666666666666667], 'mAP': 0.37222222222222223, 'pr_auc_ovr': [0.21666666666666667, 0.29166666666666663, 0.24583333333333335], 'pr_auc_macro': 0.2513888888888889, 'confusion_matrix': [[0, 1, 1], [0, 1, 1], [1, 1, 0]]}"
44,logistic,untuned,1,{},,0.5238095238095238,0.5077667430608607,0.0059535000000323635,0.0005842000000484404,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6666666666666666, 'precision_macro': 0.7222222222222222, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.6555555555555556, 'precision_weighted': 0.7222222222222222, 'recall_weighted': 0.6666666666666666, 'f1_weighted': 0.6555555555555556, 'per_class_precision': [0.6666666666666666, 1.0, 0.5], 'per_class_recall': [1.0, 0.5, 0.5], 'per_class_f1': [0.8, 0.6666666666666666, 0.5], 'support': [2, 2, 2], 'roc_auc_ovr': [0.875, 0.625, 0.375], 'roc_auc_macro': 0.625, 'ap_ovr': [0.8333333333333333, 0.7, 0.41666666666666663], 'mAP': 0.6499999999999999, 'pr_auc_ovr': [0.7916666666666666, 0.6625, 0.2583333333333333], 'pr_auc_macro': 0.5708333333333333, 'confusion_matrix': [[2, 0, 0], [0, 1, 1], [1, 0, 1]]}"
44,logistic,untuned,2,{},,0.7272727272727273,0.7261335156071999,0.004567599999973027,0.0007447999996657018,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.27777777777777773, 'recall_macro': 0.5, 'f1_macro': 0.3333333333333333, 'precision_weighted': 0.26666666666666666, 'recall_weighted': 0.4, 'f1_weighted': 0.3, 'per_class_precision': [0.3333333333333333, 0.0, 0.5], 'per_class_recall': [1.0, 0.0, 0.5], 'per_class_f1': [0.5, 0.0, 0.5], 'support': [1, 2, 2], 'roc_auc_ovr': [0.75, 0.33333333333333337, 0.33333333333333337], 'roc_auc_macro': 0.4722222222222223, 'ap_ovr': [0.5, 0.41666666666666663, 0.45], 'mAP': 0.45555555555555555, 'pr_auc_ovr': [0.25, 0.29166666666666663, 0.2875], 'pr_auc_macro': 0.27638888888888885, 'confusion_matrix': [[1, 0, 0], [1, 0, 1], [1, 0, 1]]}"
44,logistic,untuned,3,{},,0.7272727272727273,0.7269841269841271,0.004779599999892525,0.0006705000000692962,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.38888888888888884, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.48888888888888893, 'precision_weighted': 0.36666666666666664, 'recall_weighted': 0.6, 'f1_weighted': 0.4533333333333333, 'per_class_precision': [0.6666666666666666, 0.5, 0.0], 'per_class_recall': [1.0, 1.0, 0.0], 'per_class_f1': [0.8, 0.6666666666666666, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.6666666666666667, 0.75, 0.0], 'roc_auc_macro': 0.47222222222222227, 'ap_ovr': [0.5833333333333333, 0.5, 0.325], 'mAP': 0.4694444444444444, 'pr_auc_ovr': [0.41666666666666663, 0.25, 0.225], 'pr_auc_macro': 0.2972222222222222, 'confusion_matrix': [[2, 0, 0], [0, 1, 0], [1, 1, 0]]}"
44,logistic,untuned,4,{},,0.7272727272727273,0.7314102564102565,0.00469680000014705,0.0009583000000930042,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.06666666666666667, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.1111111111111111, 'precision_weighted': 0.04, 'recall_weighted': 0.2, 'f1_weighted': 0.06666666666666667, 'per_class_precision': [0.0, 0.0, 0.2], 'per_class_recall': [0.0, 0.0, 1.0], 'per_class_f1': [0.0, 0.0, 0.3333333333333333], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.33333333333333337, 0.5], 'roc_auc_macro': 0.5, 'ap_ovr': [0.5833333333333333, 0.45, 0.3333333333333333], 'mAP': 0.4555555555555555, 'pr_auc_ovr': [0.41666666666666663, 0.2875, 0.16666666666666666], 'pr_auc_macro': 0.29027777777777775, 'confusion_matrix': [[0, 0, 2], [0, 0, 2], [0, 0, 1]]}"
44,logistic,tuned,0,{'C': 1.0},0.41164021164021164,0.8571428571428571,0.8564102564102565,0.10418329999993148,0.0007985000002008746,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.16666666666666666, 'precision_macro': 0.1111111111111111, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.13333333333333333, 'precision_weighted': 0.1111111111111111, 'recall_weighted': 0.16666666666666666, 'f1_weighted': 0.13333333333333333, 'per_class_precision': [0.0, 0.3333333333333333, 0.0], 'per_class_recall': [0.0, 0.5, 0.0], 'per_class_f1': [0.0, 0.4, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.25, 0.5, 0.375], 'roc_auc_macro': 0.375, 'ap_ovr': [0.3333333333333333, 0.41666666666666663, 0.3666666666666667], 'mAP': 0.37222222222222223, 'pr_auc_ovr': [0.21666666666666667, 0.29166666666666663, 0.24583333333333335], 'pr_auc_macro': 0.2513888888888889, 'confusion_matrix': [[0, 1, 1], [0, 1, 1], [1, 1, 0]]}"
44,logistic,tuned,1,{'C': 0.1},0.2592592592592593,0.5714285714285714,0.546031746031746,0.12146780000011859,0.001060099999904196,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6666666666666666, 'precision_macro': 0.7222222222222222, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.6555555555555556, 'precision_weighted': 0.7222222222222222, 'recall_weighted': 0.6666666666666666, 'f1_weighted': 0.6555555555555556, 'per_class_precision': [0.6666666666666666, 1.0, 0.5], 'per_class_recall': [1.0, 0.5, 0.5], 'per_class_f1': [0.8, 0.6666666666666666, 0.5], 'support': [2, 2, 2], 'roc_auc_ovr': [0.875, 0.625, 0.375], 'roc_auc_macro': 0.625, 'ap_ovr': [0.8333333333333333, 0.7, 0.41666666666666663], 'mAP': 0.6499999999999999, 'pr_auc_ovr': [0.7916666666666666, 0.6625, 0.2583333333333333], 'pr_auc_macro': 0.5708333333333333, 'confusion_matrix': [[2, 0, 0], [0, 1, 1], [1, 0, 1]]}"
44,logistic,tuned,2,{'C': 0.1},0.36481481481481487,0.5909090909090909,0.5670077972709552,0.1154036000002634,0.0008170000000973232,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.2222222222222222, 'precision_weighted': 0.1, 'recall_weighted': 0.2, 'f1_weighted': 0.13333333333333333, 'per_class_precision': [0.5, 0.0, 0.0], 'per_class_recall': [1.0, 0.0, 0.0], 'per_class_f1': [0.6666666666666666, 0.0, 0.0], 'support': [1, 2, 2], 'roc_auc_ovr': [1.0, 0.33333333333333337, 0.33333333333333337], 'roc_auc_macro': 0.5555555555555557, 'ap_ovr': [1.0, 0.41666666666666663, 0.45], 'mAP': 0.6222222222222221, 'pr_auc_ovr': [1.0, 0.29166666666666663, 0.2875], 'pr_auc_macro': 0.5263888888888889, 'confusion_matrix': [[1, 0, 0], [1, 0, 1], [0, 2, 0]]}"
44,logistic,tuned,3,{'C': 10.0},0.25767195767195766,0.7727272727272727,0.7714285714285715,0.11287700000002587,0.0007123999998839281,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.5, 'recall_macro': 0.6666666666666666, 'f1_macro': 0.5555555555555555, 'precision_weighted': 0.4, 'recall_weighted': 0.6, 'f1_weighted': 0.4666666666666666, 'per_class_precision': [0.5, 1.0, 0.0], 'per_class_recall': [1.0, 1.0, 0.0], 'per_class_f1': [0.6666666666666666, 1.0, 0.0], 'support': [2, 1, 2], 'roc_auc_ovr': [0.5, 1.0, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [0.5, 1.0, 0.325], 'mAP': 0.6083333333333333, 'pr_auc_ovr': [0.3333333333333333, 1.0, 0.225], 'pr_auc_macro': 0.5194444444444445, 'confusion_matrix': [[2, 0, 0], [0, 1, 0], [2, 0, 0]]}"
44,logistic,tuned,4,{'C': 10.0},0.27619047619047615,0.7727272727272727,0.7714285714285714,0.11151870000003328,0.0008423999997830833,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.2, 'precision_macro': 0.06666666666666667, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.1111111111111111, 'precision_weighted': 0.04, 'recall_weighted': 0.2, 'f1_weighted': 0.06666666666666667, 'per_class_precision': [0.0, 0.0, 0.2], 'per_class_recall': [0.0, 0.0, 1.0], 'per_class_f1': [0.0, 0.0, 0.3333333333333333], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.5, 1.0], 'roc_auc_macro': 0.7222222222222223, 'ap_ovr': [0.5833333333333333, 0.7, 1.0], 'mAP': 0.7611111111111111, 'pr_auc_ovr': [0.41666666666666663, 0.6625, 1.0], 'pr_auc_macro': 0.6930555555555555, 'confusion_matrix': [[0, 0, 2], [0, 0, 2], [0, 0, 1]]}"
