mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__reg_lambda,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.022464434305826824,0.0008847953499081997,0.0022226174672444663,0.00014070135080561402,1.0,1.0,200,2,0.03,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.3238095238095238,0.3333333333333333,0.13333333333333333,0.2634920634920635,0.09211821033998037,13
0.02255415916442871,0.0003091892806759186,0.002160946528116862,8.171100922648717e-05,0.8,1.0,200,2,0.1,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 2, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.5111111111111112,0.3333333333333333,0.3,0.38148148148148153,0.0926666370607171,1
0.014745076497395834,0.00026967388600585387,0.0019230842590332031,3.782423907366003e-05,0.8,1.0,100,2,0.1,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 2, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.35555555555555557,0.3333333333333333,0.3,0.32962962962962966,0.02283116297395918,2
0.011904637018839518,0.0004936529208425343,0.0019508202870686848,2.68199413522014e-05,0.8,10.0,50,2,0.03,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 50, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.20634920634920637,0.4666666666666666,0.14814814814814814,0.27372134038800705,0.13848649752115316,12
0.021051565806070965,0.0019126584761409312,0.0023071765899658203,0.00041341868697107365,1.0,1.0,200,1,0.03,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 1, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.3238095238095238,0.3333333333333333,0.0,0.21904761904761905,0.15493884878618958,20
0.0224917729695638,0.0009911546456131065,0.002281665802001953,0.000152031933727077,1.0,10.0,200,1,0.03,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 1, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.8}",0.3238095238095238,0.3,0.16666666666666666,0.2634920634920635,0.06915244733584751,13
0.01661030451456706,0.0005524608759903405,0.002082268397013346,0.00012313549605039826,1.0,1.0,100,3,0.03,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 3, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.15713484026367722,19
0.016196648279825848,0.0002916500414931095,0.002034425735473633,5.566788767528712e-05,0.8,10.0,100,2,0.1,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 100, 'clf__max_depth': 2, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.3238095238095238,0.3333333333333333,0.3,0.319047619047619,0.014018668041790232,4
0.024280786514282227,3.096934062314093e-05,0.002083460489908854,3.241460143352118e-05,1.0,10.0,200,3,0.1,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.3238095238095238,0.3333333333333333,0.13333333333333333,0.2634920634920635,0.09211821033998037,13
0.011917432149251303,0.0001297805182206339,0.0020389556884765625,8.835802405911638e-05,0.8,10.0,50,3,0.1,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 50, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.3238095238095238,0.3333333333333333,0.2619047619047619,0.30634920634920637,0.031666567211523805,7
0.01569390296936035,0.0003437081465354366,0.0019562244415283203,5.33805657170019e-05,1.0,1.0,100,3,0.1,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.3238095238095238,0.3333333333333333,0.3,0.319047619047619,0.014018668041790232,4
0.019671519597371418,0.000676680772506024,0.002057790756225586,7.121575329657766e-05,1.0,10.0,200,1,0.03,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 1, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.3238095238095238,0.3333333333333333,0.16666666666666666,0.27460317460317457,0.07642160709340141,9
0.02318565050760905,0.0004176310649023777,0.0021162827809651694,3.182111562853694e-05,0.8,10.0,200,2,0.03,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.3238095238095238,0.4666666666666666,0.16666666666666666,0.319047619047619,0.1225207650501772,4
0.013407230377197266,0.0003113131367413861,0.0019189516703287761,5.586710283402506e-05,0.8,10.0,100,1,0.03,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 100, 'clf__max_depth': 1, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.24444444444444446,0.4444444444444444,0.08333333333333333,0.2574074074074074,0.14770767853784644,16
0.013431946436564127,0.00047577331336261377,0.002000888188680013,0.00015750770955180816,1.0,1.0,100,1,0.1,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 1, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.35555555555555557,0.3333333333333333,0.0,0.22962962962962963,0.1626259140748159,18
