mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_leaf,param_clf__max_features,param_clf__max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.05750592549641927,0.0027281815659789253,0.004728794097900391,4.867516403394088e-05,100,1,1.0,2,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': 2}",0.30158730158730157,0.2222222222222222,0.38888888888888884,0.3042328042328042,0.06806709169454288,9
0.05571174621582031,0.00019830894386745066,0.004724899927775065,5.661335496964172e-05,100,2,sqrt,5,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 5}",0.14814814814814814,0.48888888888888893,0.41269841269841273,0.3499118165784833,0.14601981735226338,2
0.1611485481262207,0.00307034255738016,0.010747830073038736,0.00022683965505349767,300,2,1.0,5,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 2, 'clf__max_features': 1.0, 'clf__max_depth': 5}",0.30158730158730157,0.2222222222222222,0.38888888888888884,0.3042328042328042,0.06806709169454288,9
0.15807445844014487,0.0007153191626649217,0.010677655537923178,8.198302491116908e-05,300,1,sqrt,3,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': 3}",0.30158730158730157,0.4166666666666667,0.38888888888888884,0.36904761904761907,0.04903109257367894,1
0.05310432116190592,9.634988761847252e-05,0.0044896602630615234,6.20447420180924e-05,100,2,sqrt,3,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 3}",0.14814814814814814,0.48888888888888893,0.41269841269841273,0.3499118165784833,0.14601981735226338,2
0.05310575167338053,0.0002754995429900055,0.004429022471110026,3.7146570190405e-05,100,3,1.0,5,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 3, 'clf__max_features': 1.0, 'clf__max_depth': 5}",0.16666666666666666,0.2222222222222222,0.41269841269841273,0.2671957671957672,0.10535612567058138,16
0.05381608009338379,0.00047580145572944467,0.00446009635925293,6.082150945696485e-05,100,1,1.0,3,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': 3}",0.30158730158730157,0.2222222222222222,0.38888888888888884,0.3042328042328042,0.06806709169454288,9
0.15859540303548178,0.0005141693432652535,0.01052554448445638,4.932224229937237e-05,300,1,1.0,5,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': 5}",0.30158730158730157,0.25,0.38888888888888884,0.3134920634920635,0.05732261555560964,5
0.053582350413004555,0.0008129106375826625,0.004447221755981445,3.3580645368436704e-05,100,3,1.0,3,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 3, 'clf__max_features': 1.0, 'clf__max_depth': 3}",0.16666666666666666,0.2222222222222222,0.41269841269841273,0.2671957671957672,0.10535612567058138,16
0.15578142801920572,0.0003960003810240105,0.01049041748046875,8.713364615541769e-05,300,3,sqrt,2,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__max_depth': 2}",0.14814814814814814,0.2222222222222222,0.41269841269841273,0.26102292768959434,0.11143258553037966,18
0.15833870569864908,0.0008770915073639206,0.010592301686604818,0.00013567816460978777,300,2,sqrt,,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': None}",0.16666666666666666,0.2857142857142857,0.41269841269841273,0.28835978835978837,0.10045945791559538,14
0.1590410073598226,0.00038183077640517214,0.010465860366821289,5.034679363627564e-05,300,1,1.0,,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': None}",0.30158730158730157,0.25,0.38888888888888884,0.3134920634920635,0.05732261555560964,5
0.15882412592569986,0.0003042471643503691,0.010685284932454428,0.00015090600748773314,300,1,1.0,2,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': 2}",0.30158730158730157,0.2222222222222222,0.38888888888888884,0.3042328042328042,0.06806709169454288,9
0.1584323247273763,0.0012546316352560626,0.010382652282714844,6.065523597449597e-05,300,1,1.0,3,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': 3}",0.30158730158730157,0.25,0.38888888888888884,0.3134920634920635,0.05732261555560964,5
0.15717101097106934,0.00030895644312481396,0.010378122329711914,2.4613759530362113e-05,300,1,sqrt,,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': None}",0.16666666666666666,0.4166666666666667,0.38888888888888884,0.32407407407407407,0.11188005531106085,4
0.05303049087524414,0.00015140399510175714,0.0044209957122802734,2.5752149814001164e-05,100,2,1.0,2,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 2, 'clf__max_features': 1.0, 'clf__max_depth': 2}",0.30158730158730157,0.2222222222222222,0.41269841269841273,0.31216931216931215,0.07812075693245188,8
0.05265680948893229,9.863526424331434e-05,0.004381577173868815,1.4505484234626412e-05,100,3,sqrt,5,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__max_depth': 5}",0.14814814814814814,0.2857142857142857,0.41269841269841273,0.2821869488536155,0.1080309899902191,15
0.05318657557169596,0.0001679564081820366,0.0044994354248046875,0.00011449272916768903,100,2,1.0,3,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 2, 'clf__max_features': 1.0, 'clf__max_depth': 3}",0.16666666666666666,0.2222222222222222,0.38888888888888884,0.25925925925925924,0.09442628728875525,19
0.05341037114461263,0.00011288061571283878,0.004538377126057942,0.00010161169985247911,100,2,1.0,5,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 2, 'clf__max_features': 1.0, 'clf__max_depth': 5}",0.16666666666666666,0.2222222222222222,0.38888888888888884,0.25925925925925924,0.09442628728875525,19
0.15697312355041504,0.000300206263376588,0.010433276494344076,3.6211030398752854e-05,300,2,1.0,2,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 2, 'clf__max_features': 1.0, 'clf__max_depth': 2}",0.30158730158730157,0.2222222222222222,0.38888888888888884,0.3042328042328042,0.06806709169454288,9
