mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_neighbors,param_clf__p,param_clf__weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0016816457112630208,0.0002852542768988133,0.0023794968922932944,0.00011798168273107157,1,1,uniform,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.26666666666666666,0.3333333333333333,0.37777777777777777,0.3259259259259259,0.04566232594791834,3
0.0015815893809000652,0.00018376885193627753,0.0015361309051513672,1.1554490170394845e-05,1,1,distance,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'distance'}",0.26666666666666666,0.3333333333333333,0.37777777777777777,0.3259259259259259,0.04566232594791834,3
0.0017301241556803386,0.00033624415639939406,0.002756198247273763,0.0008291639323551028,1,2,uniform,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'uniform'}",0.13333333333333333,0.4444444444444444,0.3333333333333333,0.30370370370370364,0.12872701627394642,5
0.0016526381174723308,0.0001913464529326804,0.002406517664591471,0.00028875080938796046,1,2,distance,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'distance'}",0.13333333333333333,0.4444444444444444,0.3333333333333333,0.30370370370370364,0.12872701627394642,5
0.001756588617960612,0.0005995579070002579,0.0024925867716471353,0.00013459220940491325,3,1,uniform,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.3,0.31746031746031744,0.26666666666666666,0.2947089947089947,0.021071225134116266,7
0.0015826225280761719,0.00014581513450670955,0.0018374125162760417,0.00011574975791492313,3,1,distance,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'distance'}",0.3952380952380952,0.31746031746031744,0.27777777777777773,0.3301587301587301,0.04878639706765297,2
0.0017158190409342449,0.00018416250425435366,0.002260446548461914,0.00015881338173412383,3,2,uniform,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform'}",0.16666666666666666,0.27777777777777773,0.13333333333333333,0.19259259259259257,0.061753081483455784,15
0.0016599496205647786,0.00012385905738570766,0.0020369688669840493,0.00018938914390390302,3,2,distance,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance'}",0.13333333333333333,0.27777777777777773,0.13333333333333333,0.18148148148148147,0.06809176411426011,16
0.0018010934193929036,0.0004896073728976222,0.0025043487548828125,0.00018511643081004636,5,1,uniform,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'}",0.30158730158730157,0.35714285714285715,0.48888888888888893,0.3825396825396825,0.0785460383325226,1
0.001988649368286133,0.0002038612231228061,0.00201265017191569,0.0002137340967065662,5,1,distance,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'}",0.24444444444444446,0.08333333333333333,0.4000000000000001,0.2425925925925926,0.12928525685708936,13
0.0015663305918375652,0.00010732479418743228,0.002222299575805664,0.00021814070946652938,5,2,uniform,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform'}",0.3,0.24444444444444446,0.24444444444444446,0.262962962962963,0.02618914004394619,10
0.001699686050415039,0.0003367562630111409,0.001974900563557943,0.0002628240405519212,5,2,distance,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance'}",0.26666666666666666,0.27777777777777773,0.3,0.28148148148148144,0.01385799032138497,8
0.0015788873036702473,0.00020239423565420064,0.001810630162556966,0.00041411581505536527,7,1,uniform,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'}",0.3,0.16666666666666666,0.35555555555555557,0.2740740740740741,0.07926272058901,9
0.0016246636708577473,0.00014925337358765388,0.00908644994099935,0.00060139993193061,7,1,distance,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'}",0.22857142857142856,0.08333333333333333,0.4523809523809524,0.25476190476190474,0.151796996157131,11
0.0014153321584065754,0.00013585819700003736,0.006991068522135417,0.00127819003246173,7,2,uniform,"{'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'uniform'}",0.3,0.09523809523809523,0.35555555555555557,0.25026455026455025,0.11194196787271435,12
0.0013925234476725261,8.17886548307485e-05,0.010083357493082682,0.001630560615459527,7,2,distance,"{'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'distance'}",0.22857142857142856,0.09523809523809523,0.38888888888888884,0.23756613756613754,0.12005103288562985,14
