mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__kernel,param_clf__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0017882982889811199,0.00012254271723956609,0.0012582143147786458,3.0302199994980177e-05,0.1,linear,,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.14814814814814814,0.35555555555555557,0.37777777777777777,0.2938271604938272,0.10340934119196013,10
0.0016888777414957683,2.8960634132487383e-05,0.0012501080830891926,1.6060204576798853e-05,1.0,linear,,"{'clf__C': 1.0, 'clf__kernel': 'linear'}",0.43333333333333335,0.16666666666666666,0.8222222222222223,0.4740740740740741,0.2691754416386167,1
0.0016539891560872395,2.9195217928324964e-05,0.0012555917104085286,1.6240877297270834e-05,10.0,linear,,"{'clf__C': 10.0, 'clf__kernel': 'linear'}",0.43333333333333335,0.16666666666666666,0.6666666666666666,0.4222222222222222,0.20427529234278036,2
0.001560529073079427,3.613140724395017e-05,0.0013382434844970703,3.135725529210516e-05,100.0,linear,,"{'clf__C': 100.0, 'clf__kernel': 'linear'}",0.43333333333333335,0.16666666666666666,0.6666666666666666,0.4222222222222222,0.20427529234278036,2
0.0014777978261311848,1.6368708341470718e-05,0.0014049212137858074,4.370559322637608e-05,0.1,rbf,scale,"{'clf__C': 0.1, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.16666666666666666,0.19047619047619047,0.09523809523809523,0.15079365079365079,0.04046840883803797,19
0.0014681816101074219,2.720062388792355e-05,0.001424868901570638,3.69901557101762e-05,0.1,rbf,0.001,"{'clf__C': 0.1, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.14814814814814814,0.37777777777777777,0.09523809523809523,0.20705467372134037,0.12263673217742177,14
0.0014101664225260417,1.480031325843606e-05,0.001428683598836263,3.939529856748407e-05,0.1,rbf,0.01,"{'clf__C': 0.1, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.14814814814814814,0.37777777777777777,0.09523809523809523,0.20705467372134037,0.12263673217742177,14
0.0015165011088053386,7.106989062732113e-05,0.0013464291890462239,4.1608121763612775e-05,0.1,rbf,0.1,"{'clf__C': 0.1, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.16666666666666666,0.19047619047619047,0.09523809523809523,0.15079365079365079,0.04046840883803797,19
0.0015266736348470051,1.6440320579225734e-05,0.0012717247009277344,1.164270613632158e-05,1.0,rbf,scale,"{'clf__C': 1.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.16666666666666666,0.19047619047619047,0.35555555555555557,0.23756613756613754,0.08399543806707706,12
0.0015760262807210286,3.223170729221438e-05,0.0012265841166178386,1.3286474146287036e-05,1.0,rbf,0.001,"{'clf__C': 1.0, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.14814814814814814,0.37777777777777777,0.09523809523809523,0.20705467372134037,0.12263673217742177,14
0.0015914440155029297,2.203878550100521e-05,0.0012511412302652996,2.2786408662741883e-05,1.0,rbf,0.01,"{'clf__C': 1.0, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.14814814814814814,0.37777777777777777,0.09523809523809523,0.20705467372134037,0.12263673217742177,14
0.0015308062235514324,5.087368070246167e-05,0.0014224052429199219,7.5900284109267e-05,1.0,rbf,0.1,"{'clf__C': 1.0, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.16666666666666666,0.19047619047619047,0.35555555555555557,0.23756613756613754,0.08399543806707706,12
0.0015392303466796875,2.6013495607696257e-05,0.0014099280039469402,1.2375330390816835e-05,10.0,rbf,scale,"{'clf__C': 10.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.3333333333333333,0.2222222222222222,0.35555555555555557,0.30370370370370375,0.05832598425193935,5
