mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_neighbors,param_clf__p,param_clf__weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0016085306803385417,0.00011348195646918911,0.0018905798594156902,3.963313983345065e-05,1,1,uniform,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.3333333333333333,0.27777777777777773,0.7111111111111111,0.4407407407407407,0.1925213543461782,1
0.001407305399576823,0.00012420140967096173,0.001722415288289388,0.00014846470392584248,1,1,distance,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'distance'}",0.3333333333333333,0.27777777777777773,0.7111111111111111,0.4407407407407407,0.1925213543461782,1
0.0012847582499186199,1.8011082019223675e-05,0.0020525455474853516,2.2320699328396844e-05,1,2,uniform,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'uniform'}",0.20634920634920637,0.27777777777777773,0.3238095238095238,0.26931216931216934,0.048325158661504504,11
0.0015325546264648438,0.00024004390166475057,0.0016667842864990234,1.3486991523486091e-06,1,2,distance,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'distance'}",0.20634920634920637,0.27777777777777773,0.3238095238095238,0.26931216931216934,0.048325158661504504,11
0.0015921592712402344,0.00022495101435691646,0.0021523634592692056,6.484878218146107e-05,3,1,uniform,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.3,0.24444444444444446,0.45714285714285713,0.33386243386243386,0.09007460615668121,3
0.0014505386352539062,0.0002293000109884301,0.0020797252655029297,0.00022091742547539076,3,1,distance,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'distance'}",0.22857142857142856,0.27777777777777773,0.3333333333333333,0.27989417989417986,0.042795042865378184,10
0.001401344935099284,0.00014616443882325462,0.0018589496612548828,6.97041769144524e-05,3,2,uniform,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform'}",0.2619047619047619,0.0,0.45714285714285713,0.2396825396825397,0.18728813511014528,13
0.0012412071228027344,1.0625019052103612e-05,0.0014963150024414062,1.6213632055309203e-05,3,2,distance,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance'}",0.2619047619047619,0.1111111111111111,0.3333333333333333,0.23544973544973544,0.09263037777783914,14
0.001234134038289388,1.400301865056502e-05,0.0017812252044677734,1.5363976396839745e-05,5,1,uniform,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'}",0.3,0.16666666666666666,0.4444444444444444,0.3037037037037037,0.11343253948973003,5
0.0012362003326416016,1.2876074907000582e-05,0.0015002091725667317,1.4310853301605126e-05,5,1,distance,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'}",0.3333333333333333,0.09523809523809523,0.4444444444444444,0.291005291005291,0.14567089839085928,7
0.0012236436208089192,5.947204250930057e-07,0.0017515023549397786,2.091691848806153e-05,5,2,uniform,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform'}",0.20634920634920637,0.25,0.4444444444444444,0.3002645502645503,0.10349631027523042,6
0.0012249151865641277,1.3432559076179885e-05,0.0014607906341552734,1.0770258589682155e-05,5,2,distance,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance'}",0.20634920634920637,0.0,0.35555555555555557,0.1873015873015873,0.1457784783273177,16
0.001196146011352539,2.8670433068578816e-05,0.0013585090637207031,7.666729928395526e-05,7,1,uniform,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'}",0.14814814814814814,0.2222222222222222,0.3333333333333333,0.23456790123456792,0.07610387657986391,15
0.0013760725657145183,0.0001902464069291131,0.009558995564778646,0.00032455569713129965,7,1,distance,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'}",0.41269841269841273,0.16666666666666666,0.3333333333333333,0.30423280423280424,0.10252816071468838,4
0.0015166600545247395,0.00010363291377625392,0.007091601689656575,0.0012009077536038742,7,2,uniform,"{'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'uniform'}",0.3333333333333333,0.19047619047619047,0.3238095238095238,0.2825396825396825,0.06521472566404489,8
0.0014578501383463542,0.0001702233335702844,0.010297854741414389,0.0010785660962254076,7,2,distance,"{'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'distance'}",0.3333333333333333,0.19047619047619047,0.3238095238095238,0.2825396825396825,0.06521472566404489,8
