mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__kernel,param_clf__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0014611085255940754,4.331190650967318e-05,0.0012243588765462239,1.1777545325373599e-05,0.1,linear,,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.5166666666666667,0.3333333333333333,0.1111111111111111,0.3203703703703704,0.16582089930017507,9
0.0014543533325195312,4.667689421662096e-05,0.001245419184366862,2.6031213577247283e-05,1.0,linear,,"{'clf__C': 1.0, 'clf__kernel': 'linear'}",0.5857142857142857,0.3238095238095238,0.1111111111111111,0.34021164021164024,0.19410274839665767,6
0.0014376640319824219,1.770194397159102e-05,0.0012129942576090496,7.489869056277855e-06,10.0,linear,,"{'clf__C': 10.0, 'clf__kernel': 'linear'}",0.5857142857142857,0.3238095238095238,0.1111111111111111,0.34021164021164024,0.19410274839665767,6
0.0014251073201497395,1.0175629976698066e-05,0.0012164910634358723,5.831380312552179e-06,100.0,linear,,"{'clf__C': 100.0, 'clf__kernel': 'linear'}",0.5857142857142857,0.3238095238095238,0.1111111111111111,0.34021164021164024,0.19410274839665767,6
0.0014065106709798176,3.685004908043426e-06,0.0012314319610595703,7.123357722058792e-06,0.1,rbf,scale,"{'clf__C': 0.1, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.30158730158730157,0.14814814814814814,0.24444444444444446,0.23139329805996475,0.06331741607958459,19
0.0013760725657145183,5.788985523056766e-06,0.001238425572713216,1.5080590271161932e-05,0.1,rbf,0.001,"{'clf__C': 0.1, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.43333333333333335,0.14814814814814814,0.3238095238095238,0.3017636684303351,0.1174653488390716,10
0.0013979276021321614,1.68028255226972e-05,0.0012222925821940105,5.582367365784945e-06,0.1,rbf,0.01,"{'clf__C': 0.1, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.3148148148148148,0.14814814814814814,0.3238095238095238,0.26225749559082895,0.08077100790845151,15
0.001394828160603841,5.5243642161632425e-06,0.0012234052022298176,3.6540234669280528e-06,0.1,rbf,0.1,"{'clf__C': 0.1, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.30158730158730157,0.14814814814814814,0.24444444444444446,0.23139329805996475,0.06331741607958459,19
0.001405795415242513,5.6229505384155045e-06,0.001228650410970052,4.673382577256888e-06,1.0,rbf,scale,"{'clf__C': 1.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.3238095238095238,0.16666666666666666,0.24444444444444446,0.24497354497354498,0.06415439370914786,17
0.001384417215983073,5.947204250930057e-07,0.0012175242106119792,1.8705689582729055e-06,1.0,rbf,0.001,"{'clf__C': 1.0, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.43333333333333335,0.14814814814814814,0.3238095238095238,0.3017636684303351,0.1174653488390716,10
0.0013887882232666016,1.6226481940434985e-05,0.0012149810791015625,4.724459313615751e-06,1.0,rbf,0.01,"{'clf__C': 1.0, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.3148148148148148,0.14814814814814814,0.3238095238095238,0.26225749559082895,0.08077100790845151,15
0.0013848145802815754,1.9205484348288495e-06,0.0012141068776448567,9.014478644338759e-06,1.0,rbf,0.1,"{'clf__C': 1.0, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.3238095238095238,0.16666666666666666,0.24444444444444446,0.24497354497354498,0.06415439370914786,17
0.001409292221069336,9.053629658721697e-06,0.001211245854695638,7.908248391252438e-06,10.0,rbf,scale,"{'clf__C': 10.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.3238095238095238,0.5555555555555555,0.35555555555555557,0.41164021164021164,0.10258548400759497,1
0.0013951460520426433,1.0162587078822949e-05,0.0012119611104329426,4.112672498364643e-06,10.0,rbf,0.001,"{'clf__C': 10.0, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.43333333333333335,0.14814814814814814,0.3238095238095238,0.3017636684303351,0.1174653488390716,10
0.0013933181762695312,1.4314383576910532e-05,0.0012197494506835938,6.912768436426365e-06,10.0,rbf,0.01,"{'clf__C': 10.0, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.41904761904761906,0.3333333333333333,0.1111111111111111,0.2878306878306878,0.1297666913883973,13
0.0013881524403889973,1.0559428207208448e-05,0.001214901606241862,2.044785869958974e-06,10.0,rbf,0.1,"{'clf__C': 10.0, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.3238095238095238,0.5555555555555555,0.35555555555555557,0.41164021164021164,0.10258548400759497,1
0.0014255046844482422,4.819752120989578e-06,0.001224517822265625,1.9218962920967678e-05,100.0,rbf,scale,"{'clf__C': 100.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.3238095238095238,0.5555555555555555,0.35555555555555557,0.41164021164021164,0.10258548400759497,1
0.0013900597890218098,4.230763643330309e-06,0.0012173652648925781,6.1805159553602794e-06,100.0,rbf,0.001,"{'clf__C': 100.0, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.4166666666666667,0.3333333333333333,0.1111111111111111,0.28703703703703703,0.1289665581220752,14
0.0014090538024902344,1.1133577535057423e-05,0.0012297630310058594,2.0231423860183236e-05,100.0,rbf,0.01,"{'clf__C': 100.0, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.5857142857142857,0.3333333333333333,0.1111111111111111,0.3433862433862434,0.19388628812829406,5
0.0013952255249023438,6.592895238226617e-06,0.0012257893880208333,7.359718896732473e-06,100.0,rbf,0.1,"{'clf__C': 100.0, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.3238095238095238,0.5555555555555555,0.35555555555555557,0.41164021164021164,0.10258548400759497,1
