mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_leaf,param_clf__max_features,param_clf__max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.06403772036234538,0.00012470307216618594,0.005097548166910808,0.00016059130924218426,100,1,sqrt,,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': None}",0.5777777777777778,0.5666666666666668,0.35555555555555557,0.5000000000000001,0.1022383240136464,1
0.0654767354329427,0.0019389837919131583,0.004985253016153972,8.360627939079603e-05,100,1,1.0,2,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': 2}",0.2222222222222222,0.4444444444444444,0.4000000000000001,0.35555555555555557,0.09601097330974609,4
0.18894211451212564,0.0017018332464603396,0.012108643849690756,0.00014364863936214517,300,1,1.0,,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': None}",0.2222222222222222,0.4444444444444444,0.4000000000000001,0.35555555555555557,0.09601097330974609,4
0.0621037483215332,0.0007945709946446726,0.004934946695963542,9.076252907673024e-05,100,3,1.0,,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 3, 'clf__max_features': 1.0, 'clf__max_depth': None}",0.16666666666666666,0.4444444444444444,0.4444444444444444,0.3518518518518518,0.13094570021973104,9
0.18781550725301108,0.002814562447662327,0.01213375727335612,0.00033515899460613455,300,3,sqrt,2,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__max_depth': 2}",0.16666666666666666,0.35555555555555557,0.2222222222222222,0.24814814814814815,0.07926272058901,16
0.0634462038675944,0.0003129878333017633,0.0052165985107421875,0.00023226399753044705,100,1,1.0,,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': None}",0.2222222222222222,0.4444444444444444,0.4000000000000001,0.35555555555555557,0.09601097330974609,4
0.18513131141662598,0.002839235215338149,0.011710087458292643,0.0004899058911080079,300,2,sqrt,5,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 5}",0.2222222222222222,0.2619047619047619,0.2222222222222222,0.23544973544973544,0.01870652860281873,18
0.18774151802062988,0.001928269606722978,0.011888821919759115,0.00018015910089832165,300,2,1.0,5,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 2, 'clf__max_features': 1.0, 'clf__max_depth': 5}",0.2222222222222222,0.4444444444444444,0.4444444444444444,0.3703703703703704,0.10475656017578482,3
0.18919523557027182,0.006483762950588307,0.012178738911946615,6.0421538050598856e-05,300,2,sqrt,,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': None}",0.2222222222222222,0.2619047619047619,0.2222222222222222,0.23544973544973544,0.01870652860281873,18
0.18540207544962564,0.0036273589045966994,0.012188275655110678,0.00029742621918776407,300,3,sqrt,3,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__max_depth': 3}",0.16666666666666666,0.35555555555555557,0.2222222222222222,0.24814814814814815,0.07926272058901,16
0.18881901105244955,0.004701102623923382,0.012071768442789713,0.0004814309070083775,300,1,1.0,5,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 1.0, 'clf__max_depth': 5}",0.2222222222222222,0.4444444444444444,0.4000000000000001,0.35555555555555557,0.09601097330974609,4
0.06489396095275879,0.003122531027363618,0.005265553792317708,0.0004826565066617898,100,2,sqrt,5,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 5}",0.2222222222222222,0.4444444444444444,0.19047619047619047,0.2857142857142857,0.11298495504795038,15
0.18778340021769205,0.0014844936643861122,0.012598991394042969,0.00044118445972874233,300,2,sqrt,3,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 3}",0.2222222222222222,0.2619047619047619,0.2222222222222222,0.23544973544973544,0.01870652860281873,18
0.18540191650390625,0.0029203281508586097,0.011982043584187826,0.0004383073970345818,300,1,sqrt,3,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': 3}",0.3333333333333333,0.2619047619047619,0.4000000000000001,0.33174603174603173,0.05638831640740197,12
0.18724950154622397,0.00302505173927864,0.01220242182413737,0.00040019642549087573,300,3,1.0,2,"{'clf__n_estimators': 300, 'clf__min_samples_leaf': 3, 'clf__max_features': 1.0, 'clf__max_depth': 2}",0.16666666666666666,0.4444444444444444,0.4444444444444444,0.3518518518518518,0.13094570021973104,9
0.06327088673909505,0.001181674770033495,0.0051928361256917315,0.0002781532832500876,100,2,sqrt,2,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 2}",0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2962962962962963,0.10475656017578482,14
0.06542507807413737,0.0017909258676717576,0.005277395248413086,0.0003261259991327621,100,1,sqrt,3,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': 3}",0.5777777777777778,0.4444444444444444,0.2222222222222222,0.4148148148148148,0.14665918424609878,2
0.06258567174275716,0.0005529412038614837,0.005251487096150716,0.000310125318383239,100,3,1.0,5,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 3, 'clf__max_features': 1.0, 'clf__max_depth': 5}",0.16666666666666666,0.4444444444444444,0.4444444444444444,0.3518518518518518,0.13094570021973104,9
0.06723992029825847,0.005222922207917584,0.005776882171630859,0.0006747019441580044,100,3,sqrt,,"{'clf__n_estimators': 100, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__max_depth': None}",0.41269841269841273,0.35555555555555557,0.2222222222222222,0.33015873015873015,0.07980828628556531,13
