mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__reg_lambda,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.01541741689046224,0.0006572926038265095,0.001966396967569987,2.2512853094039906e-05,0.8,1.0,100,3,0.1,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.19047619047619047,0.4444444444444444,0.2222222222222222,0.2857142857142857,0.11298495504795038,12
0.011965195337931315,5.5819939886386136e-05,0.0019025802612304688,2.370876676059393e-05,1.0,10.0,50,3,0.1,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 50, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.26666666666666666,0.4444444444444444,0.2222222222222222,0.31111111111111106,0.09601097330974608,8
0.024561246236165363,0.00043311823389650554,0.0021505355834960938,3.086085765507095e-05,1.0,10.0,200,3,0.1,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.38888888888888884,0.4444444444444444,0.2222222222222222,0.3518518518518518,0.09442628728875527,1
0.012137174606323242,0.00023959276028010453,0.0020165443420410156,8.192815438867463e-05,1.0,10.0,50,3,0.03,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 50, 'clf__max_depth': 3, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.35555555555555557,0.4444444444444444,0.19047619047619047,0.33015873015873015,0.10522584461084489,5
0.020470460255940754,0.0005480432385888109,0.00220640500386556,0.00013419476554862443,1.0,10.0,200,1,0.1,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 1, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.16666666666666666,0.2619047619047619,0.26666666666666666,0.23174603174603173,0.04605910516999019,20
0.010856866836547852,5.286265569199012e-05,0.0019154548645019531,4.185361025320556e-05,1.0,10.0,50,1,0.03,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 50, 'clf__max_depth': 1, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.8}",0.38888888888888884,0.4444444444444444,0.19047619047619047,0.3412698412698412,0.10901268665627785,3
0.015509764353434244,9.611834166123243e-05,0.0020335515340169272,5.7052768366583414e-05,0.8,1.0,100,2,0.03,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.2222222222222222,0.4444444444444444,0.26666666666666666,0.3111111111111111,0.09601097330974608,7
0.023743073145548504,0.0011844779994590522,0.002136389414469401,5.370307562135351e-05,0.8,10.0,200,2,0.03,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.38888888888888884,0.4444444444444444,0.2222222222222222,0.3518518518518518,0.09442628728875527,1
0.016399860382080078,0.0007048249219487132,0.0021810531616210938,0.00016156161945329056,0.8,1.0,100,2,0.1,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 2, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.4444444444444444,0.2222222222222222,0.2857142857142857,0.11298495504795038,12
0.01175999641418457,0.00028330876234556403,0.0018460750579833984,3.752549889918201e-05,0.8,1.0,50,2,0.1,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 50, 'clf__max_depth': 2, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.4444444444444444,0.26666666666666666,0.3005291005291005,0.10641104838075373,10
0.011825640996297201,0.00017445728225557147,0.0018138885498046875,4.527191525046509e-05,0.8,10.0,50,3,0.03,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 50, 'clf__max_depth': 3, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.48888888888888893,0.2619047619047619,0.19047619047619047,0.31375661375661373,0.12722419986998498,6
