seed,model,version,fold,best_params,best_inner_score,train_accuracy,train_f1_macro,train_time_s,prediction_time_s,warnings,metrics
42,logistic,untuned,0,{},,0.8095238095238095,0.7999999999999999,0.006091600000218023,0.0008273999997072679,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.16666666666666666, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.16666666666666666, 'precision_weighted': 0.16666666666666666, 'recall_weighted': 0.16666666666666666, 'f1_weighted': 0.16666666666666666, 'per_class_precision': [0.5, 0.0, 0.0], 'per_class_recall': [0.5, 0.0, 0.0], 'per_class_f1': [0.5, 0.0, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.5, 0.25, 0.25], 'roc_auc_macro': 0.3333333333333333, 'ap_ovr': [0.6666666666666666, 0.325, 0.3333333333333333], 'mAP': 0.44166666666666665, 'pr_auc_ovr': [0.6333333333333333, 0.225, 0.21666666666666667], 'pr_auc_macro': 0.35833333333333334, 'confusion_matrix': [[1, 1, 0], [0, 0, 2], [1, 1, 0]]}"
42,logistic,untuned,1,{},,0.7142857142857143,0.7098901098901099,0.004831199999898672,0.0006051999998817337,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.3333333333333333, 'precision_macro': 0.2222222222222222, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.26666666666666666, 'precision_weighted': 0.2222222222222222, 'recall_weighted': 0.3333333333333333, 'f1_weighted': 0.26666666666666666, 'per_class_precision': [0.0, 0.3333333333333333, 0.3333333333333333], 'per_class_recall': [0.0, 0.5, 0.5], 'per_class_f1': [0.0, 0.4, 0.4], 'support': [2, 2, 2], 'roc_auc_ovr': [0.875, 0.75, 0.5], 'roc_auc_macro': 0.7083333333333334, 'ap_ovr': [0.8333333333333333, 0.75, 0.6666666666666666], 'mAP': 0.75, 'pr_auc_ovr': [0.7916666666666666, 0.7083333333333333, 0.6333333333333333], 'pr_auc_macro': 0.7111111111111111, 'confusion_matrix': [[0, 1, 1], [0, 1, 1], [0, 1, 1]]}"
42,logistic,untuned,2,{},,0.6818181818181818,0.6785714285714285,0.0047657000000072,0.0006449999996220868,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.5, 'f1_macro': 0.38888888888888884, 'precision_weighted': 0.3, 'recall_weighted': 0.4, 'f1_weighted': 0.3333333333333333, 'per_class_precision': [0.5, 0.5, 0.0], 'per_class_recall': [1.0, 0.5, 0.0], 'per_class_f1': [0.6666666666666666, 0.5, 0.0], 'support': [1, 2, 2], 'roc_auc_ovr': [0.75, 0.5, 0.0], 'roc_auc_macro': 0.4166666666666667, 'ap_ovr': [0.5, 0.5, 0.325], 'mAP': 0.44166666666666665, 'pr_auc_ovr': [0.25, 0.3333333333333333, 0.225], 'pr_auc_macro': 0.26944444444444443, 'confusion_matrix': [[1, 0, 0], [0, 1, 1], [1, 1, 0]]}"
42,logistic,untuned,3,{},,0.8181818181818182,0.788235294117647,0.005600000000413274,0.0006777999997211737,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.35555555555555557, 'precision_weighted': 0.5333333333333333, 'recall_weighted': 0.4, 'f1_weighted': 0.42666666666666664, 'per_class_precision': [1.0, 0.0, 0.3333333333333333], 'per_class_recall': [0.5, 0.0, 0.5], 'per_class_f1': [0.6666666666666666, 0.0, 0.4], 'support': [2, 1, 2], 'roc_auc_ovr': [1.0, 0.0, 0.33333333333333337], 'roc_auc_macro': 0.4444444444444445, 'ap_ovr': [1.0, 0.2, 0.45], 'mAP': 0.5499999999999999, 'pr_auc_ovr': [1.0, 0.1, 0.2875], 'pr_auc_macro': 0.4625000000000001, 'confusion_matrix': [[1, 0, 1], [0, 0, 1], [0, 1, 1]]}"
42,logistic,untuned,4,{},,0.7272727272727273,0.7261904761904762,0.004535800000212475,0.0006389000000126543,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.6, 'precision_macro': 0.5555555555555555, 'recall_macro': 0.5, 'f1_macro': 0.48888888888888893, 'precision_weighted': 0.6666666666666666, 'recall_weighted': 0.6, 'f1_weighted': 0.5866666666666667, 'per_class_precision': [0.6666666666666666, 1.0, 0.0], 'per_class_recall': [1.0, 0.5, 0.0], 'per_class_f1': [0.8, 0.6666666666666666, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.8333333333333334, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [0.5833333333333333, 0.8333333333333333, 0.2], 'mAP': 0.5388888888888889, 'pr_auc_ovr': [0.41666666666666663, 0.7916666666666666, 0.1], 'pr_auc_macro': 0.4361111111111111, 'confusion_matrix': [[2, 0, 0], [0, 1, 1], [1, 0, 0]]}"
42,logistic,tuned,0,{'C': 0.1},0.28201058201058204,0.6190476190476191,0.5934343434343434,0.11539910000010423,0.0007900999999037595,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.16666666666666666, 'precision_macro': 0.16666666666666666, 'recall_macro': 0.16666666666666666, 'f1_macro': 0.16666666666666666, 'precision_weighted': 0.16666666666666666, 'recall_weighted': 0.16666666666666666, 'f1_weighted': 0.16666666666666666, 'per_class_precision': [0.5, 0.0, 0.0], 'per_class_recall': [0.5, 0.0, 0.0], 'per_class_f1': [0.5, 0.0, 0.0], 'support': [2, 2, 2], 'roc_auc_ovr': [0.375, 0.375, 0.125], 'roc_auc_macro': 0.2916666666666667, 'ap_ovr': [0.41666666666666663, 0.3666666666666667, 0.29166666666666663], 'mAP': 0.35833333333333334, 'pr_auc_ovr': [0.2583333333333333, 0.24583333333333335, 0.19583333333333333], 'pr_auc_macro': 0.2333333333333333, 'confusion_matrix': [[1, 1, 0], [0, 0, 2], [1, 1, 0]]}"
42,logistic,tuned,1,{'C': 0.01},0.17407407407407405,0.5238095238095238,0.4238095238095238,0.1334538999999495,0.0007688999999118096,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.5, 'precision_macro': 0.611111111111111, 'recall_macro': 0.5, 'f1_macro': 0.5222222222222223, 'precision_weighted': 0.611111111111111, 'recall_weighted': 0.5, 'f1_weighted': 0.5222222222222223, 'per_class_precision': [1.0, 0.3333333333333333, 0.5], 'per_class_recall': [0.5, 0.5, 0.5], 'per_class_f1': [0.6666666666666666, 0.4, 0.5], 'support': [2, 2, 2], 'roc_auc_ovr': [0.625, 0.75, 0.625], 'roc_auc_macro': 0.6666666666666666, 'ap_ovr': [0.7, 0.75, 0.7], 'mAP': 0.7166666666666667, 'pr_auc_ovr': [0.6625, 0.7083333333333333, 0.6625], 'pr_auc_macro': 0.6777777777777777, 'confusion_matrix': [[1, 1, 0], [0, 1, 1], [0, 1, 1]]}"
42,logistic,tuned,2,{'C': 10.0},0.4338624338624339,0.8636363636363636,0.8660256410256411,0.12419499999987238,0.0007673000000067987,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.3333333333333333, 'recall_macro': 0.5, 'f1_macro': 0.38888888888888884, 'precision_weighted': 0.3, 'recall_weighted': 0.4, 'f1_weighted': 0.3333333333333333, 'per_class_precision': [0.5, 0.5, 0.0], 'per_class_recall': [1.0, 0.5, 0.0], 'per_class_f1': [0.6666666666666666, 0.5, 0.0], 'support': [1, 2, 2], 'roc_auc_ovr': [0.75, 0.5, 0.0], 'roc_auc_macro': 0.4166666666666667, 'ap_ovr': [0.5, 0.5, 0.325], 'mAP': 0.44166666666666665, 'pr_auc_ovr': [0.25, 0.3333333333333333, 0.225], 'pr_auc_macro': 0.26944444444444443, 'confusion_matrix': [[1, 0, 0], [0, 1, 1], [1, 1, 0]]}"
42,logistic,tuned,3,{'C': 1.0},0.525925925925926,0.8181818181818182,0.788235294117647,0.1170763000000079,0.0007165000001805311,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.4, 'precision_macro': 0.4444444444444444, 'recall_macro': 0.3333333333333333, 'f1_macro': 0.35555555555555557, 'precision_weighted': 0.5333333333333333, 'recall_weighted': 0.4, 'f1_weighted': 0.42666666666666664, 'per_class_precision': [1.0, 0.0, 0.3333333333333333], 'per_class_recall': [0.5, 0.0, 0.5], 'per_class_f1': [0.6666666666666666, 0.0, 0.4], 'support': [2, 1, 2], 'roc_auc_ovr': [1.0, 0.0, 0.33333333333333337], 'roc_auc_macro': 0.4444444444444445, 'ap_ovr': [1.0, 0.2, 0.45], 'mAP': 0.5499999999999999, 'pr_auc_ovr': [1.0, 0.1, 0.2875], 'pr_auc_macro': 0.4625000000000001, 'confusion_matrix': [[1, 0, 1], [0, 0, 1], [0, 1, 1]]}"
42,logistic,tuned,4,{'C': 10.0},0.443915343915344,0.7272727272727273,0.7130718954248366,0.12119890000030864,0.0007561000002169749,"{'n_warnings': 0, 'unique': {}}","{'accuracy': 0.0, 'precision_macro': 0.0, 'recall_macro': 0.0, 'f1_macro': 0.0, 'precision_weighted': 0.0, 'recall_weighted': 0.0, 'f1_weighted': 0.0, 'per_class_precision': [0.0, 0.0, 0.0], 'per_class_recall': [0.0, 0.0, 0.0], 'per_class_f1': [0.0, 0.0, 0.0], 'support': [2, 2, 1], 'roc_auc_ovr': [0.6666666666666667, 0.8333333333333334, 0.0], 'roc_auc_macro': 0.5, 'ap_ovr': [0.5833333333333333, 0.8333333333333333, 0.2], 'mAP': 0.5388888888888889, 'pr_auc_ovr': [0.41666666666666663, 0.7916666666666666, 0.1], 'pr_auc_macro': 0.4361111111111111, 'confusion_matrix': [[0, 0, 2], [0, 0, 2], [1, 0, 0]]}"
