mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__kernel,param_clf__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0015165011088053386,0.00010039608546866564,0.0012403329213460286,2.8995289217771368e-05,0.1,linear,,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.3,0.27777777777777773,0.4444444444444444,0.34074074074074073,0.07388865682688892,15
0.001455227533976237,2.9660097473891128e-05,0.0012227694193522136,2.2333711840358317e-05,1.0,linear,,"{'clf__C': 1.0, 'clf__kernel': 'linear'}",0.611111111111111,0.4000000000000001,0.5666666666666668,0.525925925925926,0.09087291960285401,5
0.001442273457845052,2.381349572041616e-05,0.001205762227376302,4.52507045920269e-06,10.0,linear,,"{'clf__C': 10.0, 'clf__kernel': 'linear'}",0.611111111111111,0.4000000000000001,0.38888888888888884,0.4666666666666666,0.10223832401364634,6
0.0014453728993733723,2.819819807888157e-05,0.001210927963256836,3.7596626830148286e-06,100.0,linear,,"{'clf__C': 100.0, 'clf__kernel': 'linear'}",0.611111111111111,0.4000000000000001,0.38888888888888884,0.4666666666666666,0.10223832401364634,6
0.0014135042826334636,2.2815493993897303e-05,0.001214742660522461,1.4721583077576066e-05,0.1,rbf,scale,"{'clf__C': 0.1, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.13333333333333333,0.4000000000000001,0.7000000000000001,0.41111111111111115,0.23147407395555178,11
0.0014058748881022136,4.7057060696562e-06,0.0012009938557942708,9.308168574683709e-06,0.1,rbf,0.001,"{'clf__C': 0.1, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.13333333333333333,0.38888888888888884,0.4523809523809524,0.3248677248677248,0.13789338366278311,16
0.0013796488444010417,4.288589974477145e-06,0.0012108484903971355,8.778064264605253e-07,0.1,rbf,0.01,"{'clf__C': 0.1, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.13333333333333333,0.19047619047619047,0.4523809523809524,0.2587301587301587,0.13890476099783608,19
0.0013785362243652344,1.1399300659067078e-05,0.0012093385060628254,9.557251601474635e-06,0.1,rbf,0.1,"{'clf__C': 0.1, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.13333333333333333,0.4000000000000001,0.7000000000000001,0.41111111111111115,0.23147407395555178,11
0.0014159679412841797,1.0621451813778424e-05,0.001224199930826823,1.9906008061468873e-05,1.0,rbf,scale,"{'clf__C': 1.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.30158730158730157,0.4000000000000001,0.5555555555555555,0.41904761904761906,0.10455326345762174,9
0.0013819535573323567,5.040108361469246e-06,0.0012120405832926433,6.257699230521369e-06,1.0,rbf,0.001,"{'clf__C': 1.0, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.13333333333333333,0.38888888888888884,0.4523809523809524,0.3248677248677248,0.13789338366278311,16
0.0013820330301920574,8.038945907848226e-06,0.0011949539184570312,2.3921198754775383e-06,1.0,rbf,0.01,"{'clf__C': 1.0, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.13333333333333333,0.19047619047619047,0.4523809523809524,0.2587301587301587,0.13890476099783608,19
0.0013957023620605469,1.3172851247006471e-05,0.0012241204579671223,8.715241790615879e-06,1.0,rbf,0.1,"{'clf__C': 1.0, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.30158730158730157,0.4000000000000001,0.5555555555555555,0.41904761904761906,0.10455326345762174,9
0.001417398452758789,1.0262159000073539e-05,0.0012156168619791667,8.314699586010338e-06,10.0,rbf,scale,"{'clf__C': 10.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.31746031746031744,0.4000000000000001,0.8666666666666667,0.5280423280423281,0.241802993957224,1
0.0013972918192545574,1.949921313347069e-06,0.0012000401814778645,4.697646047634013e-06,10.0,rbf,0.001,"{'clf__C': 10.0, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.3148148148148148,0.38888888888888884,0.4523809523809524,0.3853615520282187,0.05621649894359516,13
0.001417080561319987,2.164085516006168e-05,0.0012342135111490886,1.795418370253054e-05,10.0,rbf,0.01,"{'clf__C': 10.0, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.19047619047619047,0.4000000000000001,0.4444444444444444,0.344973544973545,0.11074264932868681,14
0.0014167626698811848,2.352208697053451e-05,0.0012300809224446614,2.197449720214629e-05,10.0,rbf,0.1,"{'clf__C': 10.0, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.31746031746031744,0.4000000000000001,0.8666666666666667,0.5280423280423281,0.241802993957224,1
0.0014805793762207031,7.88991405650111e-05,0.001215219497680664,2.413176078164814e-05,100.0,rbf,scale,"{'clf__C': 100.0, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.31746031746031744,0.4000000000000001,0.8666666666666667,0.5280423280423281,0.241802993957224,1
0.0013962586720784504,2.2813002418529706e-06,0.0012135505676269531,1.549904152216435e-05,100.0,rbf,0.001,"{'clf__C': 100.0, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.3,0.27777777777777773,0.35555555555555557,0.3111111111111111,0.0327102254308439,18
0.001424709955851237,1.763473925670725e-05,0.0012021859486897786,9.295946887718653e-06,100.0,rbf,0.01,"{'clf__C': 100.0, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.2222222222222222,0.4000000000000001,0.7000000000000001,0.4407407407407408,0.19716787635860988,8
0.001394828160603841,1.0123357559160294e-05,0.0012008349100748699,4.052336624139774e-07,100.0,rbf,0.1,"{'clf__C': 100.0, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.31746031746031744,0.4000000000000001,0.8666666666666667,0.5280423280423281,0.241802993957224,1
