mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_neighbors,param_clf__p,param_clf__weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0015718142191569011,0.00019332697288558471,0.002156972885131836,0.000179920060216935,1,1,uniform,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.611111111111111,0.5555555555555555,0.3333333333333333,0.49999999999999994,0.12001371663718258,2
0.0015765031178792317,0.00011273146011537323,0.001880645751953125,5.694661575553983e-05,1,1,distance,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'distance'}",0.611111111111111,0.5555555555555555,0.3333333333333333,0.49999999999999994,0.12001371663718258,2
0.001493692398071289,1.7523360085499725e-05,0.0021425882975260415,2.2197553616476343e-05,1,2,uniform,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'uniform'}",0.3238095238095238,0.4444444444444444,0.22857142857142856,0.3322751322751322,0.08833285398818712,14
0.0014934539794921875,1.0513871878522424e-05,0.001823743184407552,3.255808205019463e-05,1,2,distance,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'distance'}",0.3238095238095238,0.4444444444444444,0.22857142857142856,0.3322751322751322,0.08833285398818712,14
0.0013805230458577473,7.560947799260946e-05,0.0017578601837158203,3.906428577021794e-05,3,1,uniform,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.4904761904761905,0.4444444444444444,0.37777777777777777,0.43756613756613755,0.04626529574327869,9
0.0014851888020833333,0.0002522441775334521,0.0015815893809000652,0.00016989085550393783,3,1,distance,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'distance'}",0.611111111111111,0.7111111111111111,0.37777777777777777,0.5666666666666667,0.1396645009997393,1
0.0013018449147542317,0.00014118894257458654,0.0017440319061279297,5.474324559207622e-05,3,2,uniform,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform'}",0.41269841269841273,0.35555555555555557,0.3333333333333333,0.36719576719576724,0.03342977565911391,12
0.0011927286783854167,5.969464606670991e-06,0.001453399658203125,6.265768478529302e-06,3,2,distance,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance'}",0.41269841269841273,0.35555555555555557,0.3333333333333333,0.36719576719576724,0.03342977565911391,12
0.0012084643046061199,6.721919521900972e-06,0.0017885367075602214,6.967517549778208e-05,5,1,uniform,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'}",0.41269841269841273,0.5555555555555555,0.3333333333333333,0.4338624338624338,0.09194786876710455,11
0.0012005170186360676,5.040108361469246e-06,0.001450935999552409,1.616720977141242e-05,5,1,distance,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'}",0.611111111111111,0.5238095238095238,0.3333333333333333,0.48941798941798936,0.11598047733747603,4
0.0011974175771077473,1.3154618918203505e-05,0.0017139911651611328,2.7096632514369202e-05,5,2,uniform,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform'}",0.43333333333333335,0.4166666666666667,0.45714285714285713,0.4357142857142857,0.016609880584489152,10
0.0011897087097167969,8.611719561566525e-06,0.0014328956604003906,1.714404768784056e-05,5,2,distance,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance'}",0.41269841269841273,0.3,0.2619047619047619,0.3248677248677249,0.0640233503496551,16
0.0011564890543619792,3.524368206082702e-05,0.0013568401336669922,0.00010396380587243838,7,1,uniform,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'}",0.41269841269841273,0.5777777777777778,0.45714285714285713,0.48253968253968255,0.06974500340014428,5
0.0014007091522216797,0.00021220307198985066,0.008055686950683594,0.00012191810158268239,7,1,distance,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'}",0.41269841269841273,0.5793650793650794,0.3333333333333333,0.4417989417989418,0.1025281607146884,8
0.0014240741729736328,0.00022983377899214334,0.00653386116027832,0.0012215984185608125,7,2,uniform,"{'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'uniform'}",0.6238095238095238,0.4666666666666666,0.3333333333333333,0.4746031746031745,0.11871912350041369,6
0.001401980717976888,0.0001376364849299561,0.009238163630167643,0.0009691483922494146,7,2,distance,"{'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'distance'}",0.6238095238095238,0.4666666666666666,0.3333333333333333,0.4746031746031745,0.11871912350041369,6
