mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__reg_lambda,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.02075052261352539,0.00033273821951056333,0.002335071563720703,6.931737448200815e-05,1.0,1.0,200,1,0.1,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 1, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.1111111111111111,0.3,0.26666666666666666,0.22592592592592595,0.0823189287810847,7
0.016025384267171223,0.00028218476986532166,0.002319812774658203,0.00018390971048994425,1.0,10.0,100,2,0.03,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 100, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.3,0.13333333333333333,0.20793650793650795,0.06915244733584751,15
0.02373480796813965,0.0015244577539996094,0.0025650660196940103,0.00028438332076485736,0.8,10.0,200,1,0.03,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 200, 'clf__max_depth': 1, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.1111111111111111,0.3,0.2222222222222222,0.2111111111111111,0.07751277606094945,14
0.012442270914713541,0.00020044867065359973,0.002187331517537435,9.176985450905287e-05,1.0,1.0,50,3,0.03,1.0,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 50, 'clf__max_depth': 3, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.19047619047619047,0.3,0.2222222222222222,0.23756613756613754,0.04601045545462363,4
0.02326035499572754,0.0007607248320544419,0.002285559972127279,3.702394805923534e-05,0.8,1.0,200,2,0.1,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 2, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.1111111111111111,0.3,0.26666666666666666,0.22592592592592595,0.0823189287810847,7
0.012873013814290365,0.0008260860599597107,0.002060969670613607,0.00011405354964414067,0.8,1.0,50,2,0.03,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 50, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.3,0.16666666666666666,0.21904761904761905,0.05806140050213295,12
0.012522379557291666,0.0006275540638126917,0.0022335052490234375,9.064359574166789e-05,0.8,1.0,50,3,0.1,1.0,"{'clf__subsample': 0.8, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 50, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.19047619047619047,0.3,0.2222222222222222,0.23756613756613754,0.04601045545462363,4
0.01572410265604655,0.000425923267881469,0.0022638638814290366,1.4687220929819822e-05,1.0,1.0,100,3,0.1,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 1.0, 'clf__n_estimators': 100, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.3,0.26666666666666666,0.2523809523809524,0.045839774851408416,1
0.017134586970011394,0.000296137075779505,0.0022225379943847656,7.80171750627873e-05,0.8,10.0,100,3,0.1,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 100, 'clf__max_depth': 3, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.3,0.16666666666666666,0.21904761904761905,0.05806140050213295,12
0.016084035237630207,0.00012276902956722015,0.0020716985066731772,1.759170839199811e-05,0.8,10.0,100,2,0.03,0.8,"{'clf__subsample': 0.8, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 100, 'clf__max_depth': 2, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.3,0.2222222222222222,0.23756613756613754,0.04601045545462363,4
0.012461185455322266,0.00047264653792216993,0.002111673355102539,8.04006933332273e-05,1.0,10.0,50,2,0.1,0.8,"{'clf__subsample': 1.0, 'clf__reg_lambda': 10.0, 'clf__n_estimators': 50, 'clf__max_depth': 2, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.19047619047619047,0.3,0.13333333333333333,0.20793650793650795,0.06915244733584751,15
