sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r3,高危,2,0,0,0.4968693067121435,0.4706449646247426,0.03248572866311389
高危_r5,高危,2,1,0,0.038233945044434496,0.676561818031695,0.2852042369238705
中危_r2,中危,1,2,0,0.054676159019313934,0.39932133733169234,0.5460025036489937
中危_r3,中危,1,2,0,0.17705222315589014,0.3635585652309172,0.4593892116131926
低危_r4,低危,0,1,0,0.003871497412858676,0.9303780232601216,0.0657504793270196
低危_r9,低危,0,0,0,0.5514424838586676,0.24937951047256224,0.19917800566877011
高危_r7,高危,2,1,1,0.1417009151015768,0.676366908099148,0.1819321767992752
高危_r9,高危,2,2,1,0.02442343327254211,0.03175036168233232,0.9438262050451256
中危_r5,中危,1,2,1,0.053082332841848844,0.3185992720465561,0.628318395111595
中危_r10,中危,1,1,1,0.03852727617021933,0.7438567415210299,0.21761598230875076
低危_r3,低危,0,2,1,0.391552506276983,0.09674300524658128,0.5117044884764358
低危_r8,低危,0,1,1,0.08454384069254715,0.6182163000564123,0.2972398592510407
高危_r4,高危,2,1,2,0.012325358378313172,0.8523540017646417,0.13532063985704512
高危_r8,高危,2,0,2,0.8966038492720909,0.04468734218903391,0.058708808538875126
中危_r4,中危,1,1,2,0.37016417290299924,0.42615009588640573,0.2036857312105949
中危_r6,中危,1,2,2,0.2904846423079341,0.2359008949258094,0.4736144627662564
低危_r10,低危,0,0,2,0.531601099765301,0.2704081900113887,0.19799071022331038
高危_r2,高危,2,1,3,0.2926399420491555,0.7065531158755252,0.0008069420753192988
高危_r10,高危,2,2,3,0.03717286045559613,0.3004138041234027,0.6624133354210011
中危_r9,中危,1,2,3,0.3141579426027689,0.007052371589756491,0.6787896858074746
低危_r5,低危,0,0,3,0.6792489745344661,0.020335632764682463,0.30041539270085144
低危_r7,低危,0,2,3,0.3872978406314414,0.014000640812491097,0.5987015185560675
高危_r6,高危,2,0,4,0.9940566803327592,0.004266620208084767,0.001676699459156116
中危_r7,中危,1,1,4,0.0565967272146471,0.537964597317745,0.4054386754676078
中危_r8,中危,1,2,4,0.0365898516552862,0.09916859535660937,0.8642415529881045
低危_r2,低危,0,0,4,0.5093386267745632,0.15342594988253058,0.3372354233429061
低危_r6,低危,0,0,4,0.5568215249402011,0.006811963153397203,0.4363665119064018
