sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r3,高危,2,0,0,0.9992978139263717,4.51813968125427e-07,0.0007017342596630577
高危_r5,高危,2,1,0,0.0023387418932426605,0.9967174590972734,0.0009437990094874618
中危_r2,中危,1,2,0,0.0777376700915173,0.023498771986657268,0.8987635579218262
中危_r3,中危,1,1,0,0.07511957437457417,0.7139851123072165,0.21089531331820624
低危_r4,低危,0,2,0,0.21222746083233626,0.03398661163604882,0.7537859275316191
低危_r9,低危,0,0,0,0.9999987124396388,1.2488996008100232e-06,3.8660754997816676e-08
高危_r7,高危,2,2,1,0.00401014461280187,0.032054813409299665,0.9639350419778943
高危_r9,高危,2,2,1,2.1026016982224749e-13,3.0943783236825634e-160,0.9999999999997868
中危_r5,中危,1,2,1,0.01241462704177292,0.0019026332639507904,0.9856827396942749
中危_r10,中危,1,1,1,0.00013816720705219938,0.9890663712341806,0.010795461558770194
低危_r3,低危,0,0,1,0.8318107771791923,0.00026707389359461247,0.1679221489272106
低危_r8,低危,0,2,1,0.00011205307948665579,7.665232321633064e-06,0.9998802816881971
高危_r4,高危,2,1,2,0.000779521027870579,0.9915120122251738,0.007708466746956651
高危_r8,高危,2,0,2,0.9982666114050669,1.6608908544331817e-19,0.001733388594935372
中危_r4,中危,1,1,2,0.08827069163948477,0.857116349720077,0.05461295864043566
中危_r6,中危,1,2,2,0.40662725826724294,7.4307403196959e-14,0.5933727417326837
低危_r10,低危,0,0,2,0.7102841428754589,0.01729632619782268,0.272419530926715
高危_r2,高危,2,0,3,0.9999600733368545,3.0361792078177783e-05,9.564871060336221e-06
高危_r10,高危,2,1,3,0.002181033098513822,0.9622829178901391,0.03553604901134372
中危_r9,中危,1,1,3,0.23742047345533845,0.6409005112954037,0.12167901524925608
低危_r5,低危,0,0,3,0.9960114363238156,1.2058890908215905e-11,0.003988563664127277
低危_r7,低危,0,0,3,0.9999904820687306,9.248717108176187e-06,2.6921416218460074e-07
高危_r6,高危,2,0,4,0.8703999490310562,3.941391655402537e-09,0.12960004702755784
中危_r7,中危,1,1,4,0.005713288817819623,0.9726495966480713,0.02163711453411219
中危_r8,中危,1,2,4,0.17423651411947244,6.344895469787065e-24,0.8257634858805208
低危_r2,低危,0,2,4,0.4409523949030175,0.06514092108009584,0.49390668401688803
低危_r6,低危,0,0,4,0.9833324561865145,1.1960936190927615e-41,0.016667543813491805
