sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r3,高危,2,1,0,0.2370019425019425,0.47788827838827835,0.2851097791097791
高危_r5,高危,2,2,0,0.3101592712842713,0.29536931124431126,0.39447141747141745
中危_r2,中危,1,2,0,0.15080149017649014,0.3470138056388057,0.5021847041847043
中危_r3,中危,1,1,0,0.3161436202686203,0.36020153457653464,0.32365484515484516
低危_r4,低危,0,2,0,0.31157792207792206,0.2965541403041403,0.3918679376179377
低危_r9,低危,0,0,0,0.36929216616716615,0.27482790820290814,0.3558799256299256
高危_r7,高危,2,1,1,0.15648027898027897,0.4975695045695044,0.3459502164502166
高危_r9,高危,2,1,1,0.27983080808080807,0.43027212602212594,0.28989706589706593
中危_r5,中危,1,1,1,0.09202681577681575,0.5574347041847041,0.35053848003848004
中危_r10,中危,1,1,1,0.07421729196729197,0.6167190957190956,0.30906361231361235
低危_r3,低危,0,0,1,0.5042698412698414,0.2626428571428571,0.23308730158730165
低危_r8,低危,0,1,1,0.13998160173160176,0.5029292929292928,0.3570891053391054
高危_r4,高危,2,1,2,0.1593105598105599,0.6030745420157182,0.2376148981737217
高危_r8,高危,2,0,2,0.5792483072483076,0.24684706959706967,0.1739046231546232
中危_r4,中危,1,1,2,0.2769443149443149,0.40320689114806774,0.3198487939076175
中危_r6,中危,1,1,2,0.11934950697450707,0.44118986188103854,0.4394606311444547
低危_r10,低危,0,0,2,0.483752418877419,0.19602770921888593,0.3202198719036955
高危_r2,高危,2,1,3,0.3466666666666667,0.5233333333333333,0.13
高危_r10,高危,2,2,3,0.30666666666666664,0.32666666666666666,0.36666666666666664
中危_r9,中危,1,2,3,0.24666666666666667,0.19,0.5633333333333334
低危_r5,低危,0,0,3,0.59,0.03,0.38
低危_r7,低危,0,0,3,0.42333333333333334,0.18333333333333332,0.3933333333333333
高危_r6,高危,2,0,4,0.6035833333333334,0.2630833333333334,0.13333333333333336
中危_r7,中危,1,2,4,0.10206349206349206,0.27922222222222215,0.6187142857142856
中危_r8,中危,1,1,4,0.0820079365079365,0.6123253968253969,0.30566666666666664
低危_r2,低危,0,0,4,0.5588888888888889,0.08772222222222222,0.35338888888888886
低危_r6,低危,0,0,4,0.6627777777777778,0.06977777777777777,0.2674444444444444
