sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r3,高危,2,0,0,0.49593763704452687,0.33558850172205534,0.16847386123341782
高危_r5,高危,2,1,0,0.16384215986754797,0.5654954092136805,0.27066243091877157
中危_r2,中危,1,2,0,0.19631561748637394,0.385030916323825,0.41865346618980115
中危_r3,中危,1,2,0,0.2856376087281389,0.32906792697751763,0.3852944642943435
低危_r4,低危,0,1,0,0.13621525320288821,0.5397103527234647,0.3240743940736472
低危_r9,低危,0,0,0,0.4833015748212544,0.2591475768324791,0.25755084834626657
高危_r7,高危,2,1,1,0.2943752915026712,0.3677848390332105,0.3378398694641183
高危_r9,高危,2,2,1,0.32068927017800336,0.286658044722142,0.3926526850998546
中危_r5,中危,1,2,1,0.2898720730408708,0.3524527330228095,0.3576751939363196
中危_r10,中危,1,1,1,0.2745716012720846,0.3842576425041484,0.34117075622376697
低危_r3,低危,0,0,1,0.3576460486093318,0.30856202527191656,0.3337919261187517
低危_r8,低危,0,1,1,0.2819930815329783,0.36408792291501074,0.3539189955520109
高危_r4,高危,2,1,2,1.683930640089514e-05,0.9462635130956338,0.053719647597965235
高危_r8,高危,2,0,2,0.9970971332353321,0.0012124425875541438,0.0016904241771138024
中危_r4,中危,1,1,2,0.3630059009516156,0.5698183652854957,0.06717573376288868
中危_r6,中危,1,2,2,0.30029892646958983,0.0038359879086434325,0.6958650856217666
低危_r10,低危,0,0,2,0.6119533812333376,0.229280612816937,0.15876600594972543
高危_r2,高危,2,1,3,0.2926399420491555,0.7065531158755252,0.0008069420753192988
高危_r10,高危,2,2,3,0.03717286045559613,0.3004138041234027,0.6624133354210011
中危_r9,中危,1,2,3,0.3141579426027689,0.007052371589756491,0.6787896858074746
低危_r5,低危,0,0,3,0.6792489745344661,0.020335632764682463,0.30041539270085144
低危_r7,低危,0,2,3,0.3872978406314414,0.014000640812491097,0.5987015185560675
高危_r6,高危,2,0,4,0.9999945970553914,5.086564583746668e-06,3.1638002492619586e-07
中危_r7,中危,1,2,4,0.003557797495026958,0.14766133080823154,0.8487808716967415
中危_r8,中危,1,2,4,0.00011819007163533391,0.002059021912884783,0.9978227880154799
低危_r2,低危,0,2,4,0.4475703142268778,0.07993764495978371,0.47249204081333857
低危_r6,低危,0,2,4,0.051919267394185134,2.0733588043082645e-05,0.9480599990177717
