sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r3,高危,2,1,0,1.0036515221923923,2.022670031860121,-0.025844127726859657
高危_r5,高危,2,1,0,-0.21180836425435431,2.208513406362693,1.0225060028371535
中危_r2,中危,1,1,0,-0.17528445894997652,2.157382634495114,1.058890532244441
中危_r3,中危,1,1,0,-0.12061481231833342,2.181991634425706,0.8704772665521832
低危_r4,低危,0,1,0,-0.15830958816730353,2.1802104353413414,0.9286393811706515
低危_r9,低危,0,0,0,2.125136577486437,-0.0823577578562684,0.9285360714422596
高危_r7,高危,2,2,1,-0.13260829202860813,1.0945868181307346,2.0697173454101354
高危_r9,高危,2,2,1,1.0147126204814991,-0.14618003593337078,2.1411987636993226
中危_r5,中危,1,2,1,-0.03648727497652358,0.9568214237112798,2.0712229250780583
中危_r10,中危,1,1,1,-0.2122904067318098,2.1861735157851667,1.1094292763636997
低危_r3,低危,0,0,1,2.135148613726595,0.9651627580776517,-0.12037118196968687
低危_r8,低危,0,2,1,1.0348357616477029,-0.12131981175135521,2.104320592857477
高危_r4,高危,2,1,2,-0.22005384868316286,2.2220912047591517,0.9829545793105476
高危_r8,高危,2,0,2,2.1827794839355237,-0.1563873349854593,0.9172492739463255
中危_r4,中危,1,1,2,0.9476403507589639,2.2000673640855046,-0.1893394404703391
中危_r6,中危,1,2,2,-0.11914560167117993,1.0445257468083349,2.0955940569193454
低危_r10,低危,0,0,2,2.098309535190759,1.1224710597327343,-0.1665921970410638
高危_r2,高危,2,0,3,2.1153653655254803,-0.15196753705783675,1.0786139377727937
高危_r10,高危,2,1,3,-0.19456262411457592,2.2117653361520806,0.9154403710927512
中危_r9,中危,1,0,3,2.159413778007017,-0.1929056075064814,1.1045692805113234
低危_r5,低危,0,0,3,2.2076722890932072,-0.21404565832280523,1.0413778751683145
低危_r7,低危,0,0,3,2.1553201116801977,-0.17478933142073183,1.0623186500296464
高危_r6,高危,2,0,4,2.108081322485073,-0.13266528739190905,1.051156929391989
中危_r7,中危,1,1,4,-0.2072746415515312,2.1811710200591827,1.1040219886102114
中危_r8,中危,1,2,4,0.9394633985091331,-0.17073958201741837,2.186620383867103
低危_r2,低危,0,1,4,1.0180845029733958,2.112221103076095,-0.12032661438387497
低危_r6,低危,0,0,4,2.1375116369046925,-0.1882220320212066,1.124328379708736
