sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r3,高危,2,0,0,0.9987716657510282,3.090618553582165e-07,0.0012280251871193703
高危_r5,高危,2,1,0,0.004846429918218492,0.9940259206592023,0.001127649422580014
中危_r2,中危,1,2,0,0.09745158788051243,0.021850582988051093,0.8806978291314359
中危_r3,中危,1,1,0,0.07272126025217918,0.747139785182169,0.18013895456565013
低危_r4,低危,0,2,0,0.26411078156598783,0.013627597095262426,0.7222616213387517
低危_r9,低危,0,0,0,0.9999990724936263,8.854134390184951e-07,4.209294047316484e-08
高危_r7,高危,2,2,1,0.005598654725964331,0.03595797410489671,0.9584433711691382
高危_r9,高危,2,2,1,1.8843723831942918e-13,4.774137286899295e-162,0.9999999999998153
中危_r5,中危,1,2,1,0.017038821954002244,0.0021944962055111586,0.9807666818404835
中危_r10,中危,1,1,1,7.334978134102753e-05,0.9897408811709602,0.010185769047697595
低危_r3,低危,0,0,1,0.8813418316035512,0.00017459062351276214,0.11848357777293499
低危_r8,低危,0,2,1,0.0001316141302001627,7.09930303117503e-06,0.9998612865667663
高危_r4,高危,2,1,2,0.0007795176406591309,0.9915120065613652,0.007708475797976451
高危_r8,高危,2,0,2,0.9982666143631211,1.6608968213781016e-19,0.001733385636885772
中危_r4,中危,1,1,2,0.0882706247186036,0.8571163393137717,0.0546130359676259
中危_r6,中危,1,2,2,0.4066277978343656,7.430760380947148e-14,0.5933722021655533
低危_r10,低危,0,0,2,0.7102849154653958,0.017296331561238994,0.27241875297336404
高危_r2,高危,2,0,3,0.9999983916454769,1.2045018636384355e-09,1.6071500142640792e-06
高危_r10,高危,2,1,3,0.011136025775690086,0.8202914273976936,0.16857254682661377
中危_r9,中危,1,2,3,0.2800924781163533,1.4312233290488622e-08,0.7199075075714161
低危_r5,低危,0,0,3,0.9986721417222468,1.994774208260967e-13,0.0013278582775510372
低危_r7,低危,0,0,3,0.9999999188475248,4.068694398243413e-08,4.0465530985269765e-08
高危_r6,高危,2,2,4,0.21238689705766498,4.3237971330824775e-11,0.7876131028991012
中危_r7,中危,1,1,4,0.005372967586122905,0.9752368688372712,0.01939016357660933
中危_r8,中危,1,2,4,0.020159948836945246,6.670742935906096e-28,0.979840051163052
低危_r2,低危,0,0,4,0.6134649645908327,0.010016164848099028,0.37651887056106603
低危_r6,低危,0,0,4,0.9308685408664936,3.557095468874193e-49,0.06913145913350147
