sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r3,高危,2,1,0,1.1724725075987508,2.141136833930123,-0.21456231411057766
高危_r5,高危,2,1,0,-0.19337134202831355,2.217375579016401,0.8899291206176368
中危_r2,中危,1,1,0,-0.1923283969581619,2.139898534933179,1.1301741949059947
中危_r3,中危,1,2,0,-0.0870548143428825,1.0339624419171858,2.0645237405967443
低危_r4,低危,0,1,0,-0.22174133053633463,2.227162044467217,0.9558907630240822
低危_r9,低危,0,0,0,2.1823055217935354,-0.12736263844305135,0.8764757697891241
高危_r7,高危,2,1,1,-0.12166605029646578,2.140532659199079,0.9554913328808922
高危_r9,高危,2,2,1,1.0407515302535009,-0.15044928673362418,2.135317372001939
中危_r5,中危,1,0,1,2.084336245814478,-0.17879752276288696,1.1500112708774968
中危_r10,中危,1,2,1,-0.20965159057173768,1.1481666347654804,2.157423439603951
低危_r3,低危,0,0,1,2.2016047098744256,0.8981114125197622,-0.17386096611775048
低危_r8,低危,0,0,1,2.0944352700802424,-0.15435675634857768,1.1061348355008838
高危_r4,高危,2,1,2,-0.2438906811946654,2.2121263735412997,1.1646991823348898
高危_r8,高危,2,0,2,2.194375148448833,0.874324317055396,-0.1474870549814384
中危_r4,中危,1,1,2,0.8856182190415539,2.227590191157852,-0.20658512111271607
中危_r6,中危,1,2,2,-0.19868745395088996,0.9826669816940065,2.201606068060342
低危_r10,低危,0,0,2,2.142455721635156,1.1672304627628094,-0.2122580586966451
高危_r2,高危,2,0,3,2.1177155690599485,-0.15499611470253474,1.0814135584346591
高危_r10,高危,2,1,3,-0.20339380537788262,2.1877990552411726,1.0718717827876516
中危_r9,中危,1,0,3,2.1740979655195174,-0.22555682515856382,1.1666235428458023
低危_r5,低危,0,0,3,2.204626166212968,-0.2152563268995029,1.0630246574920585
低危_r7,低危,0,0,3,2.1704813653214208,-0.1839387829129128,1.0518920179147835
高危_r6,高危,2,0,4,2.1385204149899444,0.9248916406105779,-0.09862117453278359
中危_r7,中危,1,2,4,-0.20705594393545368,1.0230273799811909,2.203403269880644
中危_r8,中危,1,2,4,0.9786541129825165,-0.1625723514099037,2.168354834003443
低危_r2,低危,0,0,4,1.0072445662181229,1.0971476058285043,0.8991920508411876
低危_r6,低危,0,0,4,2.150974699899951,-0.19402937355333677,1.1203338490189323
