sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r8,高危,2,0,0,2.152547498355177,-0.10571612559879072,0.9083254590872821
高危_r9,高危,2,0,0,2.082349026699721,-0.12333991104023052,1.0686248783964611
中危_r3,中危,1,1,0,-0.18546396586613603,2.206334129690817,0.9098964134483302
中危_r7,中危,1,1,0,-0.21232869146537073,2.1889897974538393,1.1027182080740783
低危_r3,低危,0,0,0,2.091990742022936,1.0378254206749538,-0.11246047727278724
低危_r10,低危,0,1,0,-0.13969184272382315,2.1604388321441035,0.9429333099480923
高危_r2,高危,2,0,1,2.0727895637422358,-0.1138377140358118,1.064355094625819
高危_r6,高危,2,0,1,2.063963737112273,-0.03995498102025199,0.9693480906240348
中危_r6,中危,1,2,1,-0.15987173930592327,0.9888203933759753,2.1629486751270166
中危_r10,中危,1,1,1,-0.21247075802530138,2.1921286505131117,1.0947803954858275
低危_r7,低危,0,0,1,2.136801094177802,-0.1442454517861549,1.0208648241831846
低危_r8,低危,0,2,1,-0.15284429972926225,0.9325664087692358,2.1746363952872643
高危_r7,高危,2,0,2,2.1191200594673005,1.0923429011778842,-0.16144667288130293
高危_r10,高危,2,1,2,-0.1870782776894638,2.212550485773198,0.8917929783095078
中危_r2,中危,1,1,2,-0.13824117334687802,2.1839199058671523,0.8856260870637616
中危_r5,中危,1,1,2,0.9386774374863386,2.1737034595338103,-0.15438376409457039
低危_r2,低危,0,0,2,2.1565939175261835,1.0335891983970145,-0.16650612745730306
高危_r4,高危,2,1,3,-0.20450960717175118,2.2195234004833595,0.9151735085257001
高危_r5,高危,2,1,3,-0.18232417708339316,2.179931688786334,1.0110936458764093
中危_r9,中危,1,0,3,2.133905607130352,-0.1440738601724746,1.02746713786073
低危_r5,低危,0,0,3,2.164555225426847,-0.21021379434567403,1.14092383499734
低危_r6,低危,0,2,3,1.0503537186512295,-0.17820670866421306,2.1642008049283854
高危_r3,高危,2,2,4,1.0262438387321757,-0.1058338822829822,2.0917428148121022
中危_r4,中危,1,1,4,0.875309264366676,2.2117331711683104,-0.17783139805403883
中危_r8,中危,1,2,4,0.887922721697235,-0.13504375045313077,2.180958872826257
低危_r4,低危,0,1,4,-0.13442151031215044,2.1422377425304973,0.9786178407762898
低危_r9,低危,0,0,4,2.1114704973390586,-0.10926329771173258,0.9951387221491725
