sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r8,高危,2,0,0,0.9998514225154256,4.3177796638293566e-14,0.00014857748453611023
高危_r9,高危,2,0,0,0.9999990624517768,1.819299391278679e-22,9.375482133239293e-07
中危_r3,中危,1,1,0,0.045000543835622055,0.7371481590126712,0.2178512971517067
中危_r7,中危,1,1,0,0.0024880170870463267,0.8379582975986682,0.15955368531428385
低危_r3,低危,0,0,0,0.9289364418783205,3.8847338470521693e-05,0.07102471078320649
低危_r10,低危,0,2,0,0.18986297461256665,0.06899625995381518,0.7411407654336216
高危_r2,高危,2,0,1,0.999999828610854,1.6841493383479042e-07,2.9742146079254433e-09
高危_r6,高危,2,0,1,0.46360349896989095,0.10273785356346482,0.43365864746663896
中危_r6,中危,1,2,1,0.04752720559124765,2.8539213813556754e-11,0.952472794380213
中危_r10,中危,1,1,1,8.890923256925135e-06,0.9855638967725009,0.014427212304244113
低危_r7,低危,0,0,1,0.9999999641333097,1.025517047813293e-41,3.586668595948398e-08
低危_r8,低危,0,2,1,4.8729574864351e-06,0.0070918767356014985,0.9929032503069101
高危_r7,高危,2,2,2,0.3046352403482568,5.494905720567421e-05,0.6953098105945333
高危_r10,高危,2,2,2,0.11605518725924792,1.9042620244840048e-07,0.8839446223145522
中危_r2,中危,1,2,2,0.4346808454499814,6.799931162395022e-05,0.5652511552383969
中危_r5,中危,1,2,2,0.08933969613941824,3.402417325292419e-15,0.9106603038605775
低危_r2,低危,0,2,2,0.44436866013001236,2.959382390416916e-14,0.5556313398699588
高危_r4,高危,2,1,3,0.003334861859217866,0.9950112934734455,0.0016538446673373512
高危_r5,高危,2,1,3,0.009497480275234425,0.9555458888566555,0.034956630868116366
中危_r9,中危,1,0,3,0.5108409680959801,1.231503867204645e-06,0.48915780040015006
低危_r5,低危,0,2,3,0.42215823309053935,8.254080739951706e-12,0.5778417669012015
低危_r6,低危,0,2,3,0.00036854977891973017,3.213917152489522e-17,0.9996314502210806
高危_r3,高危,2,0,4,0.9942479055634962,4.561640402890759e-13,0.005752094436049777
中危_r4,中危,1,2,4,0.3234891192754439,0.05837208404069511,0.6181387966838612
中危_r8,中危,1,0,4,0.5667463814995795,7.028962140392829e-28,0.433253618500427
低危_r4,低危,0,2,4,0.37334462842113414,1.7262812367301077e-08,0.6266553543160601
低危_r9,低危,0,0,4,0.9999999932916808,5.7097632509644365e-18,6.708316736678664e-09
