sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r8,高危,2,0,0,2.270468536729124,1.1346590939558485,-0.27759358632476844
高危_r9,高危,2,0,0,2.312933443108236,1.2282795871685024,-0.3153279057183974
中危_r3,中危,1,1,0,-0.1509325847595267,2.1629863254829607,0.9618315789549415
中危_r7,中危,1,1,0,-0.2597409825300048,2.241563906951693,1.1576325235380087
低危_r3,低危,0,2,0,1.115805820408039,-0.2517433294877569,2.2395183995805725
低危_r10,低危,0,2,0,-0.14267000261076673,0.9906357923729474,2.1457710004713055
高危_r2,高危,2,1,1,-0.2654418736189941,2.3168328296298473,0.6871271011700472
高危_r6,高危,2,0,1,2.3085823072315326,1.3118599161524536,-0.3214245411423726
中危_r6,中危,1,1,1,-0.2711073429779158,2.307910504607995,0.7047412059006026
中危_r10,中危,1,1,1,-0.2780284228837825,2.3150245327068006,0.6919594526945438
低危_r7,低危,0,1,1,0.7798705064105972,2.257511702121818,-0.19737557626696087
低危_r8,低危,0,1,1,0.8819689698536182,2.267220129438784,-0.2591545268006873
高危_r7,高危,2,0,2,2.2184027564915656,0.8427940828525053,-0.1673085450469114
高危_r10,高危,2,0,2,2.2171560460400936,0.843057767196863,-0.16493537203957623
中危_r2,中危,1,0,2,2.217626786272332,0.8416496190976693,-0.1646341472419112
中危_r5,中危,1,0,2,2.217472043307892,0.8427753064728556,-0.16534226108559705
低危_r2,低危,0,0,2,2.2194442522837172,-0.16211996533001397,0.835022289346329
高危_r4,高危,2,1,3,-0.20450960717175118,2.2195234004833595,0.9151735085257001
高危_r5,高危,2,1,3,-0.18232417708339316,2.179931688786334,1.0110936458764093
中危_r9,中危,1,0,3,2.133905607130352,-0.1440738601724746,1.02746713786073
低危_r5,低危,0,0,3,2.164555225426847,-0.21021379434567403,1.14092383499734
低危_r6,低危,0,2,3,1.0503537186512295,-0.17820670866421306,2.1642008049283854
高危_r3,高危,2,2,4,-0.22952237051464083,1.1519438764739829,2.1928818122026743
中危_r4,中危,1,1,4,-0.26709493392232986,2.2675343163192743,0.9891628099625512
中危_r8,中危,1,1,4,-0.31052257144160117,2.2933050616551816,1.2875805920858594
低危_r4,低危,0,1,4,-0.3094748663946407,2.3096387565397216,0.9706264633348041
低危_r9,低危,0,2,4,0.913488395463812,-0.270047120517155,2.2739957910034128
