sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r4,高危,2,1,0,0.25475987792015076,0.4402025043964386,0.30503755807876587
高危_r8,高危,2,0,0,0.9479976892471313,0.046403031796216965,0.005599214229732752
中危_r6,中危,1,2,0,0.010410720482468605,0.18131831288337708,0.8082709908485413
中危_r7,中危,1,1,0,0.11943233013153076,0.47483280301094055,0.4057348668575287
低危_r4,低危,0,2,0,0.3911530375480652,0.20803414285182953,0.4008128345012665
低危_r7,低危,0,2,0,0.10720209777355194,0.07467180490493774,0.8181261420249939
高危_r3,高危,2,1,1,0.3243638873100281,0.549828052520752,0.12580807507038116
高危_r9,高危,2,0,1,0.6916376948356628,0.17660602927207947,0.13175630569458008
中危_r8,中危,1,2,1,0.003569256514310837,0.3645460307598114,0.6318846940994263
中危_r10,中危,1,1,1,0.016111459583044052,0.8901968598365784,0.0936916396021843
低危_r2,低危,0,0,1,0.48535656929016113,0.1450059711933136,0.3696374297142029
低危_r5,低危,0,0,1,0.6019654273986816,0.04175148159265518,0.3562830984592438
高危_r7,高危,2,2,2,0.14166244864463806,0.3441038727760315,0.5142336487770081
高危_r10,高危,2,0,2,0.8227652311325073,0.027155885472893715,0.1500789374113083
中危_r2,中危,1,1,2,0.10192296653985977,0.5281026363372803,0.36997440457344055
中危_r3,中危,1,1,2,0.01642470993101597,0.8922698497772217,0.09130541980266571
低危_r9,低危,0,2,2,0.18717598915100098,0.0138975465670228,0.7989264726638794
高危_r2,高危,2,0,3,0.507480263710022,0.44052523374557495,0.051994502544403076
高危_r6,高危,2,0,3,0.7862943410873413,0.16784949600696564,0.04585614800453186
中危_r4,中危,1,1,3,0.05614740774035454,0.8373981714248657,0.10645435750484467
低危_r6,低危,0,0,3,0.6846597790718079,0.1648702472448349,0.15046997368335724
低危_r10,低危,0,2,3,0.4537202715873718,0.017299482598900795,0.5289802551269531
高危_r5,高危,2,2,4,0.18774400651454926,0.17629845440387726,0.6359575390815735
中危_r5,中危,1,1,4,0.006380516104400158,0.8478937745094299,0.14572574198246002
中危_r9,中危,1,2,4,0.08672015368938446,0.027739547193050385,0.8855403065681458
低危_r3,低危,0,0,4,0.6264917254447937,0.3546149730682373,0.018893292173743248
低危_r8,低危,0,2,4,0.05750442296266556,0.06622850149869919,0.8762670755386353
