sample_id,label_name,y_true,y_pred,fold,score_0_低危,score_1_中危,score_2_高危
高危_r4,高危,2,1,0,0.007126545687038305,0.8595431918381476,0.13333026247481403
高危_r8,高危,2,0,0,0.8658748081187699,0.08880378241175671,0.04532140946947325
中危_r6,中危,1,2,0,0.1565915170504523,0.19470547181880232,0.6487030111307454
中危_r7,中危,1,1,0,0.062235012951491864,0.8047693389275233,0.13299564812098488
低危_r4,低危,0,1,0,0.006710953461399723,0.9852988699070079,0.007990176631592318
低危_r7,低危,0,2,0,0.07773052474971147,0.005767909529827308,0.9165015657204613
高危_r3,高危,2,0,1,0.5870937714984916,0.3389434772679992,0.07396275123350916
高危_r9,高危,2,2,1,0.02920044664997804,0.3293719064375731,0.6414276469124489
中危_r8,中危,1,2,1,0.007015277259529976,0.055759055908541105,0.9372256668319289
中危_r10,中危,1,1,1,0.02689788219009485,0.4941249525698215,0.4789771652400837
低危_r2,低危,0,0,1,0.4153234109555572,0.2091146960155279,0.37556189302891496
低危_r5,低危,0,0,1,0.7664200841474369,0.035001649414776834,0.1985782664377863
高危_r7,高危,2,0,2,0.5068119426916735,0.40480679268272785,0.0883812646255987
高危_r10,高危,2,2,2,0.11711241489269617,0.4055461231458732,0.4773414619614307
中危_r2,中危,1,2,2,0.11280937251374887,0.3438450152077331,0.5433456122785181
中危_r3,中危,1,0,2,0.4209390973575709,0.35741780593196404,0.221643096710465
低危_r9,低危,0,0,2,0.47816688978152067,0.1544053370598189,0.36742777315866043
高危_r2,高危,2,1,3,0.35136163825766875,0.6453019863999362,0.003336375342395193
高危_r6,高危,2,0,3,0.9756960663662151,0.015509137059531799,0.008794796574253205
中危_r4,中危,1,1,3,0.21181867576769417,0.5431070593341164,0.24507426489818934
低危_r6,低危,0,0,3,0.8980083464824977,0.051680083660200805,0.050311569857301494
低危_r10,低危,0,0,3,0.626057127247478,0.22356392615100718,0.15037894660151482
高危_r5,高危,2,2,4,0.0464423847884219,0.2698328602138459,0.6837247549977321
中危_r5,中危,1,2,4,0.050366376515174206,0.25212609090638777,0.6975075325784379
中危_r9,中危,1,2,4,0.46403948908018583,0.03143994746415975,0.5045205634556543
低危_r3,低危,0,2,4,0.3395618429676447,0.0492145609273918,0.6112235961049636
低危_r8,低危,0,2,4,0.08246842665822854,0.11250703458394977,0.8050245387578217
